type,grid_id,dataset,VV,area_m,swir1,NWIclss,swir2,STATEFP,spei30d,sp30d_2,red,Plt_Dts,sp30d_1,nir,wt30_10,area_cr,VVVH_rt,wt90_10,green,cellnum,count,STUSPS,z_2,z_1,rownum,h90_100,VH,blue,h30_100,mean,rd_dg_1,z,rd_dg_2,rd_dg_3,mx_xtnt,PercFll,flyvr_d,PE,pssblyW,plot_id,NDVI,NDWI,mNDWI1,mNDWI2,NDMI1,NDMI2,NDRE,NDPI,BU3,AWEI,AWEISH,BSI,DVW,DVI,IFW,IPVI,MBSRV,MBSRN,MIFW,OSAVI,SAVI,RVI,TVI,WRI,WTI,VARI,BGR,GRR,RBR,SRBI,NPCRI,EVI3b,EVI2b,ABWI,TCB,TCG,TCW,NA_L3NA,NA_L2NA,OBJECTI,JV,Acres,Shp_Lng,Shap_Ar,L3mod,clstr_d,block,grid_area_prop,geometry,cluster_id
wet,9,2021,0.006376982532612,7366.861930614633,0.1267,5,0.0818,30,0.54,0.255000025,0.0365,952_2021,-0.03,0.0416,1.30211889744,1.820388417364529,2.753250046317055,1.30211889744,0.0486,423,1,MT,-0.460000008,-0.94,77698,0,0.002316165413723,0.0325,2,0,0.0913,0.02,0.0652,0.0666,1,10.85,2021-06-15,NA,NA,952,0.065300896286812,0.077605321507761,-0.445521962350257,-0.254601226993865,-0.50564468211527,-0.325769854132901,-0.373965387509406,0.445521962350257,0.1216,-0.392025,-0.1189,137.54740834386854,-0.012304425220949,0.0051,-0.007,0.532650448143406,0.0851,0.1683,0.0781,0.021419571608568,0.013233004670472,1.13972602739726,0.79,0.50564468211527,0.051103,0.230038022813688,0.668724279835391,1.331506849315069,1.123076923076923,-0.004,0.057971014492754,0.012538722525446,0.011291179596174,-0.360348109872178,0.11871923,-0.04081274,-0.1125917,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.45587266712127,"c(-170949.219463262, 5352211.19448706)",1
wet,15,2021,0.010158499881676,134084.22960239323,0.11045,2,0.0655,38,0.1,0.0649999976,0.0265,503_2021,0.03,0.02585,1.20378851891,33.13288355589938,2.682175383595017,1.20378851891,0.01725,304,1,ND,-0.980000019,-1.11,83450,0,0.003787410750172,0.0071,3,0,0.06985,-0.85,0.05705,0.0696,0,92.44,2021-05-10,NA,NA,503,-0.012416427889207,-0.19953596287703,-0.729835552075176,-0.583081570996979,-0.620689655172414,-0.434044882320744,-0.459770114942529,0.729835552075176,0.1111,-0.35845,-0.1706,161.21247792819307,0.187119534987823,-6.5e-4,0.0086,0.493791786055396,0.04375,0.1363,0.0932,-0.003060984224158,-0.001765185118132,0.975471698113208,-0.409,0.320983125458547,0.0352305,-0.252387448840382,0.411594202898551,0.650943396226415,3.732394366197183,-0.0194,0.577380952380952,-0.001436019794981,-0.001491578319335,-0.59746685137542,0.076009005,-0.021794395,-0.107915905,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7207713461447427,"c(233977.262894273, 5375269.4883667)",1
dry,2,2021,0.064430761700869,NA,0.39555,4,0.2632,30,0.47,0.3549999893,0.2012,NA,0.24,0.3192,0.7017198801,NA,2.694529321734231,0.7017198801,0.1372,NA,0,MT,0.3599999845,-0.06,NA,18,0.023911694402865,0.10255,8,5,0.2332,0.78,0.24675,0.2759,0,NA,2021-06-16,NA,1,931,0.226748654880861,-0.398773006134969,-0.484936649460347,-0.314685314685315,-0.106820566631689,0.096153846153846,0.155684286748733,0.484936649460347,0.27755,-1.2935625,-0.692375,117.18213058419244,0.62552166101583,0.118,0.182,0.61337432744043,0.3384,0.71475,0.25835,0.173427395649618,0.173461387691102,1.58648111332008,4.52,0.473452256033578,0.320348,-0.271358914564342,0.747448979591837,0.681908548707753,1.961969770843491,-0.09865,0.32477366255144,0.167873554224581,0.163699724762497,-0.378462189019663,0.53322963,-0.04063186,-0.330745395,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.9894924534992972,"c(-482451.105320158, 5350145.82826484)",1
dry,15,2021,0.083585861997873,NA,0.3995,-9999,0.2722,38,0.17,0.1350000054,0.202,NA,0.1,0.284,1.30850577354,NA,3.481323238490801,1.30850577354,0.1524,NA,1,ND,-0.76999998,-0.88,NA,3,0.024009796353788,0.1192,2,82,0.2298,-0.66,0.2419,0.2699,0,NA,2021-05-10,NA,1,505,0.168724279835391,-0.301558203483043,-0.447726037325602,-0.282147903909562,-0.168983174835406,0.021215390147429,0.105488516932659,0.447726037325602,0.3175,-1.289425,-0.5931,119.73723499552104,0.470282483318434,0.082,0.1316,0.584362139917695,0.3544,0.6835,0.2471,0.126934984520124,0.12474645030426,1.405940594059406,2.935999999999997,0.518507681053402,0.30594,-0.210884353741497,0.782152230971129,0.754455445544554,1.694630872483222,-0.0828,0.257783312577833,0.127965043695381,0.115897783808232,-0.337297978031204,0.5225151,-0.07825727,-0.33443225,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7207713461447427,"c(228318.817322107, 5385684.86776412)",1
wet,16,2021,0.003083034584942,37117.565863564625,0.0255,2,0.02115,38,0.1,0.0649999976,0.02305,509_2021,0.03,0.03045,0.96956908703,9.171936112716136,3.50240130005948,0.96956908703,0.02175,190,1,ND,-0.990000009,-1.09,169793,4,8.80263088324e-4,0.01005,6,0,0.0473,-0.89,0.02935,0.03095,1,52.32,2021-05-10,NA,NA,509,0.138317757009346,-0.166666666666667,-0.079365079365079,0.013986013986014,0.088471849865952,0.180232558139535,-0.216720257234727,0.079365079365079,0.0181,-0.0771375,-0.0247875,109.0398652442448,0.304984423676013,0.0074,0.0087,0.569158878504673,0.0448,0.05595,0.00375,0.034660421545667,0.020054200542005,1.321041214750542,0.392,0.800714924039321,0.034069,-0.037410071942446,0.462068965517241,0.943600867678959,2.293532338308458,-0.013,0.392749244712991,0.016920086886933,0.017038599335034,-0.168624478969307,0.051886865,-0.007834245,-0.017733695,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7680716141423407,"c(256552.714348904, 5362949.62453627)",1
dry,1,2021,0.02143107627285,NA,0.33485,4,0.22755,30,0.17,0.1700000018,0.17,NA,0.17,0.2814,1.14573669434,NA,9.498031580673953,1.14573669434,0.1436,NA,1,MT,-0.490000009,-0.67,NA,4,0.002256370290077,0.1124,4,5,0.19225,-0.31,0.24395,0.268,0,NA,2021-06-16,NA,1,960,0.246787771377935,-0.324235294117647,-0.399728289267426,-0.226188872423548,-0.086734279918864,0.105806071323313,0.188219149160773,0.399728289267426,0.22345,-1.0751375,-0.5098625,112.35742502642852,0.571023065495582,0.1114,0.1378,0.623393885688968,0.3136,0.61625,0.19125,0.182204775924109,0.175635904982132,1.655294117647059,5.627999999999998,0.508884381338742,0.275702,-0.131212723658052,0.782729805013928,0.844705882352941,1.512455516014235,-0.0576,0.203966005665722,0.190962698848053,0.164851426541968,-0.329028193416286,0.479711075,-0.047087105,-0.268412415,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.5229574301373365,"c(-495931.133236629, 5478689.60263664)",1
dry,18,2021,0.068155972281802,NA,0.4044,-9999,0.3042,38,0.47,0.4699999988,0.1958,NA,0.47,0.2734,1.29654061794,NA,21.324304231551007,1.29654061794,0.14,NA,1,ND,0.075000003,-0.1,NA,5,0.006894824176119,0.1068,2,40,0.2319,0.25,0.2351,0.2613,0,NA,2021-05-10,NA,1,29,0.16538789428815,-0.322689888727624,-0.485672299779574,-0.369653309320126,-0.193272351726173,-0.053324099722992,0.082129428062537,0.485672299779574,0.3268,-1.34465,-0.63595,122.43982048143614,0.488077783015775,0.0776,0.1334,0.582693947144075,0.3358,0.6778,0.2644,0.123331214240305,0.120099050763516,1.39632277834525,2.423999999999999,0.495426379462968,0.29574,-0.243668122270742,0.762857142857143,0.715015321756895,1.833333333333333,-0.089,0.294117647058824,0.117775619232637,0.111281921850263,-0.378632598624175,0.51108672,-0.08260606,-0.36288488,Aspen Parkland/Northern Glaciated Plains,TEMPERATE PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Aspen Parkland/Northern Glaciated Plains,2,1 - 2021,0.6736095273855924,"c(304963.020228008, 5403441.31632336)",1
wet,9,2021,0.015866743827161,50741.38991409968,0.2359,1,0.158,30,0.54,0.255000025,0.105,952_2021,-0.03,0.2486,1.29435908794,12.5384511547236,5.348769626208459,1.29435908794,0.0969,357,1,MT,-0.430000007,-0.86,77695,1,0.002966428718376,0.0699,3,0,0.1432,0,0.1946,0.2199,0,63.46,2021-06-15,NA,NA,952,0.406108597285068,-0.439073806078148,-0.417668269230769,-0.239701843860337,0.026212590299278,0.222823413674373,0.269014803471159,0.417668269230769,0.0923,-0.771975,-0.4541,103.39702760084926,0.845182403363216,0.1436,0.1517,0.703054298642534,0.2019,0.4845,0.139,0.279595015576324,0.252343017806935,2.367619047619048,8.292000000000002,0.41671826625387,0.202448,-0.061363636363636,0.721362229102167,0.922857142857143,1.502145922746781,-0.0351,0.200686106346484,0.265071805663233,0.239237638278022,-0.405446789893908,0.36377977,0.01272513,-0.18715766,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.45587266712127,"c(-171737.546368553, 5352030.98063597)",1
dry,13,2021,0.018857273136882,NA,0.3544,-9999,0.2513,30,0.54,0.1850000024,0.1438,NA,-0.17,0.251,0.99391210079,NA,8.090304023919412,0.99391210079,0.1278,NA,1,MT,-0.670000016,-1.07,NA,0,0.002444774895821,0.1082,6,1,0.1766,-0.27,0.2203,0.2346,0,NA,2021-06-15,NA,1,994,0.271529888551165,-0.325237592397043,-0.469929489838241,-0.325771564231074,-0.170796167822927,-5.97252637866e-4,0.17399438727783,0.469929489838241,0.2472,-1.16085,-0.543225,116.21180312572896,0.596767480948208,0.1072,0.1232,0.635764944275582,0.2716,0.6054,0.2266,0.193222782984859,0.179704962002682,1.74547983310153,5.791999999999999,0.448629005616122,0.238788,-0.097919216646267,0.846635367762128,0.888734353268428,1.32902033271719,-0.0356,0.141269841269841,0.205789756584504,0.16790717489913,-0.385685402345329,0.45064461,-0.05436754,-0.30619238,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.8800407106337869,"c(-59930.4693088214, 5393898.77758909)",1
dry,15,2021,0.049985034950574,NA,0.3271,4,0.2179,38,0.17,0.1350000054,0.1522,NA,0.1,0.2924,1.48632705212,NA,2.630045259187522,1.48632705212,0.1184,NA,0,ND,-0.76999998,-0.88,NA,1,0.019005389650981,0.0858,0,89,0.197,-0.66,0.2535,0.2787,0,NA,2021-05-10,NA,1,505,0.315339631129105,-0.423563777994158,-0.468462401795735,-0.295866785608088,-0.056012913640032,0.145992553399961,0.194932570494483,0.468462401795735,0.1869,-1.072125,-0.601925,111.79008746355686,0.738903409123262,0.1402,0.174,0.657669815564552,0.2706,0.6195,0.2087,0.231888852133642,0.222633919119204,1.921156373193167,7.06,0.43680387409201,0.264234,-0.182900432900433,0.724662162162162,0.777923784494087,1.7738927738927741,-0.0664,0.278991596638655,0.2243774406248,0.211440084937986,-0.402915061149271,0.45882577,-0.01019917,-0.27045139,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7207713461447427,"c(227049.690336698, 5386356.63673057)",1
dry,4,2021,0.042257693094064,NA,0.3503,-9999,0.2482,30,0.8,0.5600000024,0.1312,NA,0.32,0.2438,1.45057034492,NA,4.554527987235843,1.45057034492,0.1166,NA,1,MT,0.2899999917,-0.26,NA,0,0.009099858222261,0.0984,0,0,0.1641,0.84,0.2078,0.228,0,NA,2021-06-16,NA,1,902,0.300266666666667,-0.352941176470588,-0.500535446562433,-0.360745614035088,-0.179262750378724,-0.008943089430894,0.195391027212552,0.500535446562433,0.2377,-1.155875,-0.5633,116.9114969042127,0.653207843137255,0.1126,0.1272,0.650133333333333,0.2478,0.5941,0.2337,0.210467289719626,0.193028571428571,1.858231707317073,6.171999999999997,0.417101498064299,0.224226,-0.097724230254351,0.843910806174957,0.888719512195122,1.333333333333333,-0.0328,0.142857142857143,0.217710750193349,0.180601534631868,-0.417416912074043,0.43183596,-0.04484479,-0.30841813,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.41813423733848815,"c(-422788.329440358, 5483820.18936821)",1
wet,16,2021,0.018200651939188,49103.98111518846,0.0732,5,0.0484,38,0.24,0.1700000018,0.0311,509_2021,0.1,0.0214,1.40364682674,12.133839253468643,6.184533751180917,1.40364682674,0.0336,46,1,ND,-0.730000019,-0.84,83505,6,0.002942930327725,0.0128,0,1.5,0.0378,-0.62,0.0288,0.0275,1,73.45,2021-05-10,NA,NA,509,-0.184761904761905,0.221818181818182,-0.370786516853933,-0.180487804878049,-0.547568710359408,-0.386819484240688,-0.277027027027027,0.370786516853933,0.0829,-0.22145,-0.0572,150.61371841155233,-0.406580086580087,-0.0097,-0.0122,0.407619047619048,0.0647,0.0946,0.0396,-0.045647058823529,-0.026334841628959,0.688102893890675,-0.482,0.683932346723044,0.037503,0.048169556840077,0.380952380952381,1.080385852090032,2.4296875,-0.0183,0.416856492027335,-0.021807553956835,-0.022125104923178,-0.297052154195011,0.07036487,-0.03019192,-0.06532053,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7680716141423407,"c(256676.240418427, 5363964.47786225)",1
dry,4,2021,0.085069382505603,NA,0.4502,-9999,0.3511,30,0.8,0.5600000024,0.2252,NA,0.32,0.2884,1.26669442654,NA,30.317214702725813,1.26669442654,0.1792,NA,1,MT,0.2100000083,-0.3,NA,22,0.002489183092867,0.1434,2,1,0.252,0.72,0.2618,0.2767,0,NA,2021-06-16,NA,1,902,0.123052959501558,-0.233532934131737,-0.430568795678424,-0.324156138035075,-0.219063092336854,-0.098045347928069,0.067357512953368,0.430568795678424,0.387,-1.48205,-0.604275,122.0014450867052,0.356585893633294,0.0632,0.1092,0.561526479750779,0.4044,0.7386,0.271,0.093824228028504,0.093528018942384,1.280639431616341,1.951999999999998,0.547522339561332,0.328944,-0.176245210727969,0.800223214285714,0.795737122557726,1.570432357043236,-0.0818,0.22192078133478,0.101016559043539,0.08639167140545,-0.330931297709924,0.57989355,-0.1265924,-0.39996418,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.41813423733848815,"c(-425432.531682686, 5484531.18538479)",1
wet,12,2021,0.018544923366677,65210.67792188197,0.1546,2,0.1056,30,0.8,0.4500000179,0.0925,920_2021,0.1,0.1172,1.17959880829,16.113884567886647,9.330910393983078,1.17959880829,0.0761,280,1,MT,0.3950000107,-0.21,77525,5,0.001993566419836,0.0556,5,0,0.0863,1,0.0727,0.1047,1,106.35,2021-06-15,NA,NA,920,0.117787315212208,-0.212622866011381,-0.340268747290854,-0.162355531095212,-0.137601177336277,0.052064631956912,0.151842751842752,0.340268747290854,0.1299,-0.48395,-0.18825,117.69468921171708,0.330410181223589,0.0247,0.0411,0.558893657606104,0.1686,0.2718,0.0785,0.06681092777928,0.052205157108637,1.267027027027027,0.826,0.620309050772627,0.134571,-0.145132743362832,0.730617608409987,0.822702702702703,1.663669064748202,-0.0369,0.2491559756921,0.049195347355003,0.046109617682198,-0.254654255319149,0.2222855,-0.04176165,-0.12112394,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.3540458817105389,"c(-52410.8202337903, 5357578.1463686)",1
wet,16,2021,0.038322948003166,49103.98111518846,0.064,5,0.05195,38,0.24,0.1700000018,0.0354,509_2021,0.1,0.0296,1.36772322655,12.133839253468643,19.485185524465216,1.36772322655,0.03415,176,1,ND,-0.730000019,-0.84,83505,10,0.001966773575497,0.0186,1,0,0.05095,-0.62,0.02885,0.0414,0,73.45,2021-05-10,NA,NA,509,-0.089230769230769,0.071372549019608,-0.30412633723892,-0.206736353077817,-0.367521367521367,-0.274064990803188,-0.265052762259466,0.30412633723892,0.0698,-0.2012,-0.0494125,134.68834688346882,-0.160603318250377,-0.0058,-0.00455,0.455384615384615,0.06955,0.0936,0.02985,-0.025777777777778,-0.015398230088496,0.836158192090396,-0.398,0.743055555555556,0.044942,-0.024533856722277,0.544655929721815,0.964689265536723,1.903225806451613,-0.0168,0.311111111111111,-0.013151927437642,-0.013009618145277,-0.245614035087719,0.07847659,-0.030164135,-0.057322825,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7680716141423407,"c(256634.613161554, 5364236.30675904)",1
wet,13,2021,0.049690230874993,3373.201701214406,0.1649,5,0.1256,30,0.54,0.1850000024,0.0889,994_2021,-0.17,0.1444,1.43080461025,0.833535006378586,9.804195772433072,1.43080461025,0.0766,419,1,MT,-0.670000016,-1.07,77816,3,0.005147992020427,0.0609,0,1,0.0832,-0.27,0.0926,0.0931,0,156.23,2021-06-15,NA,NA,994,0.237891127303901,-0.306787330316742,-0.365631469979296,-0.242334322453017,-0.066278693824766,0.06962962962963,0.268892794376098,0.365631469979296,0.1094,-0.538575,-0.24295,110.56414724460902,0.544678457620643,0.0555,0.0678,0.61894556365195,0.1655,0.3093,0.0883,0.141113653699466,0.113527887631256,1.62429696287964,2.837999999999999,0.535079211121888,0.142991,-0.117590822179732,0.795039164490862,0.861642294713161,1.459770114942529,-0.028,0.186915887850467,0.113631710413169,0.102190372378034,-0.315288068955088,0.24903813,-0.02972216,-0.13550244,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.8800407106337869,"c(-59723.0630678678, 5392749.95275382)",1
dry,2,2021,0.075001792985015,NA,0.3081,4,0.2194,30,0.63,0.400000006,0.178,NA,0.17,0.2396,1.19074892998,NA,6.619951483567781,1.19074892998,0.1466,NA,0,MT,0.2999999821,-0.17,NA,3,0.011329659012032,0.1182,3,5,0.1811,0.77,0.2005,0.2203,0,NA,2021-06-16,NA,1,936,0.147509578544061,-0.240807871569135,-0.35517923905872,-0.198907103825137,-0.125068468139492,0.04400871459695,0.139053957689565,0.35517923905872,0.2465,-0.979975,-0.3917,115.20322313070268,0.388317450113197,0.0616,0.093,0.573754789272031,0.3246,0.5477,0.1615,0.106648199445983,0.100697471665214,1.346067415730337,2.440000000000002,0.592660215446412,0.265008,-0.152131782945736,0.806275579809004,0.823595505617978,1.505922165820643,-0.0598,0.201890614449696,0.108366758145099,0.092392608591313,-0.268038680882718,0.44756336,-0.07965265,-0.24531061,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.9894924534992972,"c(-474291.674828269, 5428072.92425634)",1
wet,16,2021,0.015239847259589,49103.98111518846,0.14935,5,0.1201,38,0.24,0.1700000018,0.0302,509_2021,0.1,0.02515,1.25505614281,12.133839253468643,6.370575057399222,1.25505614281,0.03145,61,1,ND,-0.730000019,-0.84,83505,9,0.002392224739883,0.0202,1,0,0.1062,-0.62,0.1015,0.09605,1,73.45,2021-05-10,NA,NA,509,-0.091237579042457,0.1113074204947,-0.652101769911504,-0.584955460244144,-0.711747851002865,-0.653700516351119,-0.617053673391702,0.652101769911504,0.1544,-0.50565,-0.19295,159.670964873277,-0.202544999537157,-0.00505,-0.0063,0.454381210478771,0.06165,0.1745,0.1179,-0.023450197353146,-0.013640046817322,0.832781456953642,-0.253,0.353295128939828,0.0382965,0.030156815440289,0.642289348171701,1.041390728476821,1.495049504950495,-0.01,0.198412698412698,-0.011968526330758,-0.011502054426355,-0.565148094036393,0.106751515,-0.048997165,-0.159602355,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7680716141423407,"c(256790.577929684, 5363989.57526092)",1
wet,15,2021,0.004261959297315,192366.63039757017,0.0159,2,0.0133,38,0.24,0.1700000018,0.0125,507_2021,0.1,0,1.50064003468,47.53475620439157,3.326814350872644,1.50064003468,0.0179,215,1,ND,-0.590000033,-0.72,83482,1,0.001281093216457,0.008,0,0,0.031,-0.46,0,0.0077,1,71.94,2021-05-10,NA,NA,507,-1,1,0.059171597633136,0.147435897435897,-1,-1,-1,-0.059171597633136,0.0284,-0.039125,0.025575,156.04395604395603,-2,-0.0125,-0.0179,0,0.0304,0.0159,-0.002,-0.072463768115942,-0.036585365853659,0,-0.534,1.911949685534591,0.011375,0.241071428571429,0.446927374301676,1.432,1.5625,-0.0045,0.219512195121951,-0.030788177339901,-0.030339805825243,0.136094674556213,0.02033133,-0.01878092,-0.01186903,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7207713461447427,"c(255021.031059835, 5371437.13929768)",1
dry,11,2021,0.013047559151168,NA,0.38745,4,0.29005,30,0.54,0.3550000191,0.1397,NA,0.17,0.2551,1.15754163265,NA,7.144950295908553,1.15754163265,0.1231,NA,0,MT,-0.824999988,-1.18,NA,12,0.002780791363005,0.0992,3,2,0.17385,-0.47,0.22135,0.24065,0,NA,2021-06-15,NA,1,923,0.292299898682877,-0.349021681649921,-0.51777494858486,-0.404090524022752,-0.205976188623453,-0.064110795193983,0.189416015852663,0.51777494858486,0.27205,-1.2962125,-0.6293875,119.60973396108685,0.641321580332798,0.1154,0.132,0.646149949341439,0.2628,0.64255,0.26435,0.208002883922134,0.193451050514081,1.82605583392985,6.260000000000001,0.408995408917594,0.23682,-0.101466992665037,0.805848903330625,0.88117394416607,1.408266129032258,-0.0405,0.169526998744244,0.213814570518046,0.181403186659792,-0.440753900818786,0.462705845,-0.055586925,-0.355241705,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.960720333071284,"c(-135552.46894978, 5452764.62876875)",1
wet,9,2021,0.00500497346047,100172.30303873432,0.0411,2,0.0344,30,0.54,0.255000025,0.0835,952_2021,-0.03,0.0627,1.52598118782,24.75307694238645,3.245033935761688,1.52598118782,0.1112,41,1,MT,-0.460000008,-0.94,77693,0,0.001542348573096,0.0908,0,0,0.1004,0.02,0.0561,0.0557,1,78.47,2021-06-15,NA,NA,952,-0.142270861833105,0.278895917193789,0.460275771503611,0.527472527472527,0.208092485549133,0.291452111225541,-0.231146535867566,-0.460275771503611,0.0619,-0.0519,0.2045,89.60805465659834,-0.421166779026895,-0.0208,-0.0485,0.428864569083447,0.1947,0.1038,-0.0701,-0.067929457870673,-0.048282265552461,0.750898203592814,-0.140000000000001,1.875722543352601,0.102946,0.26660250240616,0.816546762589928,1.331736526946108,0.919603524229075,0.0073,-0.04188181296615,-0.058910162002946,-0.041168553558705,0.347651640311541,0.16464135,-0.07937294,0.01358733,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.45587266712127,"c(-169286.286005141, 5353714.1259556)",1
wet,16,2021,0.062835730484781,17507.6844593222,0.2487,5,0.1594,38,0.47,0.4699999988,0.1162,326_2021,0.47,0.1666,1.12022805214,4.326236368320813,2.724156171734929,1.12022805214,0.1104,4572,1,ND,-0.305000007,-0.46,77304,4,0.023066126361163,0.073,3,92,0.1923,-0.15,0.1978,0.2094,0,71.11,2021-05-10,NA,NA,326,0.178217821782178,-0.202888086642599,-0.385129490392648,-0.181616011860637,-0.197688418011076,0.022085889570552,-0.071607690164391,0.385129490392648,0.1983,-0.774575,-0.3138,120.72787427626136,0.381105908424777,0.0504,0.0562,0.589108910891089,0.2266,0.4153,0.1383,0.113821138211382,0.096576392437404,1.433734939759036,2.792,0.545629665302191,0.17738,-0.037760416666667,0.661231884057971,0.950086058519793,1.591780821917808,-0.0432,0.228329809725159,0.095722859530502,0.087168276281927,-0.314651721377102,0.3181974,-0.05314127,-0.20152517,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7680716141423407,"c(283554.256359018, 5345818.05067273)",1
dry,16,2021,0.041511808060546,NA,0.35805,-9999,0.25685,38,0.1,0.1000000015,0.1699,NA,0.1,0.2749,0.59280967712,NA,4.942016776690083,0.59280967712,0.1337,NA,1,ND,-0.89499998,-1,NA,6,0.008399770768959,0.1064,8,29,0.1975,-0.79,0.23535,0.24805,0,NA,2021-05-10,NA,1,1010,0.236061151079137,-0.345570239843368,-0.456227758007117,-0.315324542312124,-0.131368986491824,0.033944522802069,0.163844199830652,0.456227758007117,0.25305,-1.1765125,-0.5729875,116.12867748144076,0.581631390922504,0.105,0.1412,0.618030575539568,0.3036,0.63295,0.22435,0.173611111111111,0.166701947502117,1.618010594467334,4.851999999999999,0.47965874081681,0.272816,-0.183569979716024,0.795811518324607,0.786933490288405,1.596804511278195,-0.0635,0.229822656532754,0.175432734077391,0.156002995257509,-0.369133712878904,0.480387725,-0.053860385,-0.306156105,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.7680716141423407,"c(259419.321967526, 5362667.2507328)",1
wet,11,2021,0.024327559990924,49514.42075443561,0.406,4,0.28075,30,0.54,0.3550000191,0.1838,925_2021,0.17,0.2572,1.39284396172,12.235260940524812,7.301095081415872,1.39284396172,0.1404,123,1,MT,-0.599999964,-1.17,77552,18,0.002686329934848,0.1178,1,2,0.21265,-0.03,0.23065,0.25005,0,83.05,2021-06-15,NA,NA,925,0.166439909297052,-0.293762575452716,-0.486090775988287,-0.333254184969726,-0.224366706875754,-0.043777302723301,0.094817494945195,0.486090775988287,0.3326,-1.32115,-0.5961875,122.2636815920398,0.460202484749768,0.0734,0.1168,0.583219954648526,0.3242,0.6632,0.2656,0.122129783693844,0.117003188097768,1.399347116430903,2.667999999999999,0.488841978287093,0.277854,-0.210271317829457,0.839031339031339,0.763873775843308,1.560271646859083,-0.066,0.218832891246684,0.12428039282086,0.108047953271468,-0.362170352465818,0.495131275,-0.0850597,-0.351522,Northwestern Glaciated Plains,WEST-CENTRAL SEMI-ARID PRAIRIES,1,Prairie Pothole,248441000,5619189.48992,478573601978,Northwestern Plains,2,1 - 2021,0.960720333071284,"c(-131086.697677443, 5462514.88407219)",1
